Address,Neighbourhood,Floor Size,Latitude,Longitude,Date of Status,Price Listed,Status,Sold Price,Type of House,Bedrooms,Bathrooms,Garage,City
602 Attenborough Terr ,Willmott,1300.0,-79.85018,43.49757,2024-02-23,788888,Sold,900000.0,Freehold Townhouse,3,2,1, Milton
118 - 630 Sauve St E ,Beaty,549.0,-79.840457,43.5231619,2024-02-23,565000,For Sale,,Condo Apt,1,1,1, Milton
82 Laurier Ave ,Bronte Meadows,,-79.87403,43.50081,2024-02-23,1150000,For Sale,,Link,3,3,1, Milton
1443 Watercress Way ,Walker,2250.0,-79.8600763,43.4718123,2024-02-23,799900,For Sale,,Freehold Townhouse,4,4,1, Milton
623 Willmott Cres ,Clarke,1551.0,-79.84922,43.51857,2024-02-23,950000,Sold,910000.0,Freehold Townhouse,3,3,1, Milton
784 Shanks Hts ,Coates,1750.0,-79.85387,43.50538,2024-02-23,1090000,For Sale,,Semi-Detached,3,4,1, Milton
105 - 445 Ontario St S ,Timberlea,1299.0,-79.86515,43.51013,2024-02-26,769900,Terminated,,Condo Townhouse,2,2,1, Milton
11678 Sixth Line ,Nassagaweya,2824.0,-80.0269007,43.5714384,2024-02-26,1799999,For Sale,,Detached,3,4,2, Milton
11634 Britannia Rd ,Trafalgar,,-79.79531,43.52216,2024-02-26,1979000,For Sale,,Detached,3,2,2, Milton
412 - 470 Gordon Krantz Ave ,Walker,549.0,-79.8653681,43.4745834,2024-02-26,538800,For Sale,,Condo Apt,1,1,1, Milton
1384 Clark Blvd ,Beaty,1750.0,-79.83451,43.51812,2024-02-26,998000,Sold,1110000.0,Detached,3,4,1, Milton
416 - 470 Gordon Krantz Ave ,Walker,849.0,-79.86549,43.47469,2024-02-26,739900,For Sale,,Condo Apt,2,2,1, Milton
20 - 30 Heslop Rd ,Bronte Meadows,1099.0,-79.88042,43.50323,2024-02-26,705900,Sold Conditional,705900.0,Condo Townhouse,3,2,1, Milton
324 - 324 Wilson Dr ,Dorset Park,1099.0,-79.88037,43.52901,2024-02-26,649900,Sold Conditional,649900.0,Condo Townhouse,3,2,0, Milton
382 Twinflower Pl ,Walker,1750.0,-79.8551171,43.4695856,2024-02-26,929900,For Sale,,Freehold Townhouse,3,3,1, Milton
1312 Costigan Rd ,Clarke,1750.0,-79.8462,43.52498,2024-02-26,1049000,For Sale,,Freehold Townhouse,3,3,1, Milton
904 Somerville Terr ,Beaty,4250.0,-79.8318,43.52131,2024-02-26,1550000,Sold Conditional,1550000.0,Detached,5,4,2, Milton
19 Peru Rd ,Milton Heights,1559.0,-79.90734,43.51275,2024-02-26,700000,Sold Conditional,700000.0,Semi-Detached,4,2,1, Milton
17 Peru Rd ,Milton Heights,1378.0,-79.90707,43.51259,2024-02-26,750000,Sold Conditional,750000.0,Semi-Detached,4,2,0, Milton
611 - 460 Gordon Krantz Ave ,Walker,549.0,-79.8646074,43.4745495,2024-02-26,549000,Terminated,,Condo Apt,1,1,1, Milton
102 - 445 Ontario St S ,Timberlea,1299.0,-79.86515,43.51013,2024-02-26,699000,Sold,750000.0,Condo Townhouse,2,2,1, Milton
101 - 33 Whitmer St ,Scott,1499.0,-79.88881,43.50595,2024-02-26,814900,Sold Conditional,814900.0,Condo Apt,2,2,1, Milton
605 Etheridge Ave ,Cobban,2250.0,-79.8349657,43.4907025,2024-02-26,1299000,Sold Conditional,1299000.0,Detached,4,4,1, Milton
612 Mockridge Terr ,Harrison,2250.0,-79.8724953,43.4785701,2024-02-26,1099900,Sold,1075000.0,Semi-Detached,4,3,1, Milton
415 Pozbou Cres ,Willmott,2273.0,-79.85997,43.49304,2024-02-26,1220000,For Sale,,Detached,4,4,1, Milton
203 - 610 Farmstead Dr ,Willmott,849.0,-79.8677109,43.4995453,2024-02-26,624990,Sold Conditional,624990.0,Condo Apt,1,1,1, Milton
1095 Ezard Cres ,Clarke,2750.0,-79.85338,43.5215,2024-02-26,1499000,Sold,1430000.0,Detached,4,4,2, Milton
201 - 1202 Main St E ,Dempsey,1299.0,-79.86124,43.53267,2024-02-26,738000,Sold Conditional,738000.0,Condo Townhouse,2,3,1, Milton
1505 Marshall Cres ,Beaty,3250.0,-79.8281,43.51642,2024-02-26,1750000,For Sale,,Detached,5,4,2, Milton
8443 Guelph Line ,Nassagaweya,1703.0,-79.96878,43.47815,2024-02-26,1259000,Sold Conditional,1259000.0,Detached,3,2,2, Milton
219 - 610 Farmstead Dr ,Willmott,1099.0,-79.8677109,43.4995453,2024-02-26,729999,Terminated,,Condo Apt,2,2,1, Milton
1466 Kitchen Crt ,Walker,2750.0,-79.8577196,43.4713726,2024-02-26,1548800,Terminated,,Detached,4,4,2, Milton
398 Twinflower Pl ,Walker,1750.0,-79.8551172,43.4695856,2024-02-26,899999,For Sale,,Freehold Townhouse,3,3,1, Milton
1171 Mcmullen Cres ,Clarke,2250.0,-79.85276,43.52271,2024-02-26,1399900,For Sale,,Detached,4,3,2, Milton
12 - 1000 Asleton Blvd ,Willmott,1750.0,-79.86271,43.48731,2024-02-26,949999,For Sale,,Freehold Townhouse,3,3,1, Milton
1256 Havelock Gdns ,Bowes,1299.0,-79.821907,43.5138168,2024-02-24,920000,Terminated,,Condo Townhouse,3,3,1, Milton
1256 Havelock Gdns ,Bowes,1685.0,-79.821907,43.5138168,2024-02-24,920000,For Sale,,Freehold Townhouse,3,3,1, Milton
61 - 975 Whitlock Ave ,Cobban,1750.0,-79.8336792,43.5027516,2024-02-24,889900,For Sale,,Freehold Townhouse,3,3,1, Milton
9 Tight Crt ,Willmott,2250.0,-79.86644,43.48989,2024-02-24,999000,For Sale,,Freehold Townhouse,3,3,2, Milton
1552 Farmstead Dr ,Ford,1750.0,-79.83969,43.48493,2024-02-24,1119900,Sold,1188000.0,Detached,4,4,1, Milton
331 Wheelihan Way ,Campbellville,2917.0,-79.98214,43.49152,2024-02-24,2290000,Sold,2290000.0,Detached,4,3,2, Milton
624 Hamilton Cres ,Beaty,1300.0,-79.8453,43.5201,2024-02-24,899900,Terminated,,Freehold Townhouse,3,3,1, Milton
404 - 1491 Maple Ave ,Dempsey,549.0,-79.85865,43.53707,2024-02-24,519000,For Sale,,Condo Apt,1,1,1, Milton
385 Kincardine Terr ,Scott,3250.0,-79.8934,43.49624,2024-02-24,1529000,Sold,1529000.0,Detached,4,4,2, Milton
12 - 1000 Asleton Blvd ,Willmott,1699.0,-79.86271,43.48731,2024-02-24,949999,For Sale,,Condo Townhouse,3,3,1, Milton
300 Wrigglesworth Cres ,Scott,3250.0,-79.88501,43.49845,2024-02-23,1885000,For Sale,,Detached,4,4,2, Milton
12 - 1000 Asleton Blvd ,Willmott,1499.0,-79.86271,43.48731,2024-02-23,988000,Terminated,,Condo Townhouse,3,3,1, Milton
13611 Second Line ,Nassagaweya,5000.0,-80.1224886,43.5690695,2024-02-23,3500000,Sold,3430000.0,Detached,4,3,2, Milton
134 - 165 Hampshire Way ,Dempsey,1300.0,-79.85923,43.53332,2024-02-23,775000,For Sale,,Freehold Townhouse,2,3,1, Milton
292 Woodward Ave ,Old Milton,1300.0,-79.88576,43.51831,2024-02-23,1099900,Sold,1099900.0,Detached,3,2,1, Milton
249 Etheridge Ave ,Ford,2750.0,-79.84598,43.4823,2024-02-23,1576000,Sold,1530000.0,Detached,4,4,2, Milton
1252 Hazel Way ,Cobban,1750.0,-79.8365402,43.5006065,2024-02-23,1225000,For Sale,,Freehold Townhouse,4,3,1, Milton
910 Farmstead Dr ,Willmott,1750.0,-79.8584,43.4944,2024-02-23,1195000,For Sale,,Detached,4,3,1, Milton
917 Mctrach Cres ,Harrison,1300.0,-79.86753,43.48726,2024-02-23,999900,For Sale,,Detached,3,3,1, Milton
910 Farmstead Dr ,Willmott,1750.0,-79.8584,43.4944,2024-02-23,999999,Terminated,,Detached,4,3,1, Milton
634 Asleton Blvd ,Willmott,1772.0,-79.87211,43.49446,2024-02-23,899999,Sold,995000.0,Semi-Detached,3,4,1, Milton
1073 Deacon Dr ,Beaty,1750.0,-79.83736,43.51072,2024-02-23,1248000,Sold,1220000.0,Detached,3,3,2, Milton
184 Belmore Crt ,Ford,3207.0,-79.84309,43.48298,2024-02-23,1699905,For Sale,,Detached,5,4,2, Milton
1125 Raspberry Terr ,Ford,2750.0,-79.8498281,43.493134,2024-02-23,1499000,Sold,1625000.0,Detached,4,4,2, Milton
7095 Guelph Line ,Campbellville,1750.0,-79.93123,43.44956,2024-02-23,2299900,For Sale,,Detached,3,3,1, Milton
602 Attenborough Terr ,Willmott,1300.0,-79.85018,43.49757,2024-02-23,788888,Sold,900000.0,Freehold Townhouse,3,2,1, Milton
118 - 630 Sauve St E ,Beaty,549.0,-79.840457,43.5231619,2024-02-23,565000,For Sale,,Condo Apt,1,1,1, Milton
82 Laurier Ave ,Bronte Meadows,,-79.87403,43.50081,2024-02-23,1150000,For Sale,,Link,3,3,1, Milton
1443 Watercress Way ,Walker,2250.0,-79.8600763,43.4718123,2024-02-23,799900,For Sale,,Freehold Townhouse,4,4,1, Milton
623 Willmott Cres ,Clarke,1551.0,-79.84922,43.51857,2024-02-23,950000,Sold,910000.0,Freehold Townhouse,3,3,1, Milton
784 Shanks Hts ,Coates,1750.0,-79.85387,43.50538,2024-02-23,1090000,For Sale,,Semi-Detached,3,4,1, Milton
201 - 1380 Main St E ,Dempsey,1099.0,-79.8591884,43.5349812,2024-02-23,689000,Sold Conditional,689000.0,Condo Apt,2,2,1, Milton
311 - 1487 Maple Ave ,Dempsey,1299.0,-79.85887,43.53658,2024-02-23,749900,Sold,740000.0,Condo Apt,3,2,1, Milton
1265 Hop Pl ,Cobban,1300.0,-79.8376869,43.4996881,2024-02-23,889000,Sold,880000.0,Freehold Townhouse,3,3,1, Milton
377 Nakerville Cres ,Harrison,2353.0,-79.87066,43.48129,2024-02-23,1348800,Sold,1345000.0,Detached,4,3,2, Milton
898 Philbrook Dr ,Coates,1750.0,-79.84613,43.50733,2024-02-23,999786,For Sale,,Semi-Detached,4,4,1, Milton
516 - 1050 Main St E ,Dempsey,649.0,-79.8656222,43.5292294,2024-02-23,588900,Sold,588900.0,Condo Apt,1,2,1, Milton
1014 Holdsworth Cres ,Coates,2258.0,-79.84296,43.50424,2024-02-22,1399000,Sold,1321500.0,Detached,4,3,2, Milton
1430 Orr Terr ,Ford,2250.0,-79.83998,43.48817,2024-02-22,1218000,For Sale,,Detached,4,3,1, Milton
388 Twinflower Pl ,Walker,1750.0,-79.8551172,43.4695856,2024-02-22,939900,Sold,930000.0,Freehold Townhouse,3,3,1, Milton
307 - 1050 Main St E ,Dempsey,649.0,-79.8656222,43.5292294,2024-02-22,550000,For Sale,,Condo Apt,1,1,1, Milton
105 - 445 Ontario St S ,Timberlea,1299.0,-79.86515,43.51013,2024-02-26,769900,Terminated,,Condo Townhouse,2,2,1, Milton
11678 Sixth Line ,Nassagaweya,2824.0,-80.0269007,43.5714384,2024-02-26,1799999,For Sale,,Detached,3,4,2, Milton
11634 Britannia Rd ,Trafalgar,,-79.79531,43.52216,2024-02-26,1979000,For Sale,,Detached,3,2,2, Milton
412 - 470 Gordon Krantz Ave ,Walker,549.0,-79.8653681,43.4745834,2024-02-26,538800,For Sale,,Condo Apt,1,1,1, Milton
1384 Clark Blvd ,Beaty,1750.0,-79.83451,43.51812,2024-02-26,998000,Sold,1110000.0,Detached,3,4,1, Milton
416 - 470 Gordon Krantz Ave ,Walker,849.0,-79.86549,43.47469,2024-02-26,739900,For Sale,,Condo Apt,2,2,1, Milton
20 - 30 Heslop Rd ,Bronte Meadows,1099.0,-79.88042,43.50323,2024-02-26,705900,Sold Conditional,705900.0,Condo Townhouse,3,2,1, Milton
324 - 324 Wilson Dr ,Dorset Park,1099.0,-79.88037,43.52901,2024-02-26,649900,Sold Conditional,649900.0,Condo Townhouse,3,2,0, Milton
382 Twinflower Pl ,Walker,1750.0,-79.8551171,43.4695856,2024-02-26,929900,For Sale,,Freehold Townhouse,3,3,1, Milton
1312 Costigan Rd ,Clarke,1750.0,-79.8462,43.52498,2024-02-26,1049000,For Sale,,Freehold Townhouse,3,3,1, Milton
904 Somerville Terr ,Beaty,4250.0,-79.8318,43.52131,2024-02-26,1550000,Sold Conditional,1550000.0,Detached,5,4,2, Milton
19 Peru Rd ,Milton Heights,1559.0,-79.90734,43.51275,2024-02-26,700000,Sold Conditional,700000.0,Semi-Detached,4,2,1, Milton
17 Peru Rd ,Milton Heights,1378.0,-79.90707,43.51259,2024-02-26,750000,Sold Conditional,750000.0,Semi-Detached,4,2,0, Milton
611 - 460 Gordon Krantz Ave ,Walker,549.0,-79.8646074,43.4745495,2024-02-26,549000,Terminated,,Condo Apt,1,1,1, Milton
102 - 445 Ontario St S ,Timberlea,1299.0,-79.86515,43.51013,2024-02-26,699000,Sold,750000.0,Condo Townhouse,2,2,1, Milton
101 - 33 Whitmer St ,Scott,1499.0,-79.88881,43.50595,2024-02-26,814900,Sold Conditional,814900.0,Condo Apt,2,2,1, Milton
605 Etheridge Ave ,Cobban,2250.0,-79.8349657,43.4907025,2024-02-26,1299000,Sold Conditional,1299000.0,Detached,4,4,1, Milton
612 Mockridge Terr ,Harrison,2250.0,-79.8724953,43.4785701,2024-02-26,1099900,Sold,1075000.0,Semi-Detached,4,3,1, Milton
415 Pozbou Cres ,Willmott,2273.0,-79.85997,43.49304,2024-02-26,1220000,For Sale,,Detached,4,4,1, Milton
203 - 610 Farmstead Dr ,Willmott,849.0,-79.8677109,43.4995453,2024-02-26,624990,Sold Conditional,624990.0,Condo Apt,1,1,1, Milton
1095 Ezard Cres ,Clarke,2750.0,-79.85338,43.5215,2024-02-26,1499000,Sold,1430000.0,Detached,4,4,2, Milton
201 - 1202 Main St E ,Dempsey,1299.0,-79.86124,43.53267,2024-02-26,738000,Sold Conditional,738000.0,Condo Townhouse,2,3,1, Milton
1505 Marshall Cres ,Beaty,3250.0,-79.8281,43.51642,2024-02-26,1750000,For Sale,,Detached,5,4,2, Milton
8443 Guelph Line ,Nassagaweya,1703.0,-79.96878,43.47815,2024-02-26,1259000,Sold Conditional,1259000.0,Detached,3,2,2, Milton
219 - 610 Farmstead Dr ,Willmott,1099.0,-79.8677109,43.4995453,2024-02-26,729999,Terminated,,Condo Apt,2,2,1, Milton
1466 Kitchen Crt ,Walker,2750.0,-79.8577196,43.4713726,2024-02-26,1548800,Terminated,,Detached,4,4,2, Milton
398 Twinflower Pl ,Walker,1750.0,-79.8551172,43.4695856,2024-02-26,899999,For Sale,,Freehold Townhouse,3,3,1, Milton
1171 Mcmullen Cres ,Clarke,2250.0,-79.85276,43.52271,2024-02-26,1399900,For Sale,,Detached,4,3,2, Milton
12 - 1000 Asleton Blvd ,Willmott,1750.0,-79.86271,43.48731,2024-02-26,949999,For Sale,,Freehold Townhouse,3,3,1, Milton
1256 Havelock Gdns ,Bowes,1299.0,-79.821907,43.5138168,2024-02-24,920000,Terminated,,Condo Townhouse,3,3,1, Milton
1256 Havelock Gdns ,Bowes,1685.0,-79.821907,43.5138168,2024-02-24,920000,For Sale,,Freehold Townhouse,3,3,1, Milton
61 - 975 Whitlock Ave ,Cobban,1750.0,-79.8336792,43.5027516,2024-02-24,889900,For Sale,,Freehold Townhouse,3,3,1, Milton
9 Tight Crt ,Willmott,2250.0,-79.86644,43.48989,2024-02-24,999000,For Sale,,Freehold Townhouse,3,3,2, Milton
1552 Farmstead Dr ,Ford,1750.0,-79.83969,43.48493,2024-02-24,1119900,Sold,1188000.0,Detached,4,4,1, Milton
331 Wheelihan Way ,Campbellville,2917.0,-79.98214,43.49152,2024-02-24,2290000,Sold,2290000.0,Detached,4,3,2, Milton
624 Hamilton Cres ,Beaty,1300.0,-79.8453,43.5201,2024-02-24,899900,Terminated,,Freehold Townhouse,3,3,1, Milton
404 - 1491 Maple Ave ,Dempsey,549.0,-79.85865,43.53707,2024-02-24,519000,For Sale,,Condo Apt,1,1,1, Milton
385 Kincardine Terr ,Scott,3250.0,-79.8934,43.49624,2024-02-24,1529000,Sold,1529000.0,Detached,4,4,2, Milton
12 - 1000 Asleton Blvd ,Willmott,1699.0,-79.86271,43.48731,2024-02-24,949999,For Sale,,Condo Townhouse,3,3,1, Milton
300 Wrigglesworth Cres ,Scott,3250.0,-79.88501,43.49845,2024-02-23,1885000,For Sale,,Detached,4,4,2, Milton
12 - 1000 Asleton Blvd ,Willmott,1499.0,-79.86271,43.48731,2024-02-23,988000,Terminated,,Condo Townhouse,3,3,1, Milton
13611 Second Line ,Nassagaweya,5000.0,-80.1224886,43.5690695,2024-02-23,3500000,Sold,3430000.0,Detached,4,3,2, Milton
134 - 165 Hampshire Way ,Dempsey,1300.0,-79.85923,43.53332,2024-02-23,775000,For Sale,,Freehold Townhouse,2,3,1, Milton
292 Woodward Ave ,Old Milton,1300.0,-79.88576,43.51831,2024-02-23,1099900,Sold,1099900.0,Detached,3,2,1, Milton
249 Etheridge Ave ,Ford,2750.0,-79.84598,43.4823,2024-02-23,1576000,Sold,1530000.0,Detached,4,4,2, Milton
1252 Hazel Way ,Cobban,1750.0,-79.8365402,43.5006065,2024-02-23,1225000,For Sale,,Freehold Townhouse,4,3,1, Milton
910 Farmstead Dr ,Willmott,1750.0,-79.8584,43.4944,2024-02-23,1195000,For Sale,,Detached,4,3,1, Milton
917 Mctrach Cres ,Harrison,1300.0,-79.86753,43.48726,2024-02-23,999900,For Sale,,Detached,3,3,1, Milton
910 Farmstead Dr ,Willmott,1750.0,-79.8584,43.4944,2024-02-23,999999,Terminated,,Detached,4,3,1, Milton
634 Asleton Blvd ,Willmott,1772.0,-79.87211,43.49446,2024-02-23,899999,Sold,995000.0,Semi-Detached,3,4,1, Milton
1073 Deacon Dr ,Beaty,1750.0,-79.83736,43.51072,2024-02-23,1248000,Sold,1220000.0,Detached,3,3,2, Milton
184 Belmore Crt ,Ford,3207.0,-79.84309,43.48298,2024-02-23,1699905,For Sale,,Detached,5,4,2, Milton
1125 Raspberry Terr ,Ford,2750.0,-79.8498281,43.493134,2024-02-23,1499000,Sold,1625000.0,Detached,4,4,2, Milton
7095 Guelph Line ,Campbellville,1750.0,-79.93123,43.44956,2024-02-23,2299900,For Sale,,Detached,3,3,1, Milton
602 Attenborough Terr ,Willmott,1300.0,-79.85018,43.49757,2024-02-23,788888,Sold,900000.0,Freehold Townhouse,3,2,1, Milton
118 - 630 Sauve St E ,Beaty,549.0,-79.840457,43.5231619,2024-02-23,565000,For Sale,,Condo Apt,1,1,1, Milton
82 Laurier Ave ,Bronte Meadows,,-79.87403,43.50081,2024-02-23,1150000,For Sale,,Link,3,3,1, Milton
1443 Watercress Way ,Walker,2250.0,-79.8600763,43.4718123,2024-02-23,799900,For Sale,,Freehold Townhouse,4,4,1, Milton
623 Willmott Cres ,Clarke,1551.0,-79.84922,43.51857,2024-02-23,950000,Sold,910000.0,Freehold Townhouse,3,3,1, Milton
784 Shanks Hts ,Coates,1750.0,-79.85387,43.50538,2024-02-23,1090000,For Sale,,Semi-Detached,3,4,1, Milton
201 - 1380 Main St E ,Dempsey,1099.0,-79.8591884,43.5349812,2024-02-23,689000,Sold Conditional,689000.0,Condo Apt,2,2,1, Milton
311 - 1487 Maple Ave ,Dempsey,1299.0,-79.85887,43.53658,2024-02-23,749900,Sold,740000.0,Condo Apt,3,2,1, Milton
1265 Hop Pl ,Cobban,1300.0,-79.8376869,43.4996881,2024-02-23,889000,Sold,880000.0,Freehold Townhouse,3,3,1, Milton
377 Nakerville Cres ,Harrison,2353.0,-79.87066,43.48129,2024-02-23,1348800,Sold,1345000.0,Detached,4,3,2, Milton
898 Philbrook Dr ,Coates,1750.0,-79.84613,43.50733,2024-02-23,999786,For Sale,,Semi-Detached,4,4,1, Milton
516 - 1050 Main St E ,Dempsey,649.0,-79.8656222,43.5292294,2024-02-23,588900,Sold,588900.0,Condo Apt,1,2,1, Milton
1014 Holdsworth Cres ,Coates,2258.0,-79.84296,43.50424,2024-02-22,1399000,Sold,1321500.0,Detached,4,3,2, Milton
1430 Orr Terr ,Ford,2250.0,-79.83998,43.48817,2024-02-22,1218000,For Sale,,Detached,4,3,1, Milton
388 Twinflower Pl ,Walker,1750.0,-79.8551172,43.4695856,2024-02-22,939900,Sold,930000.0,Freehold Townhouse,3,3,1, Milton
307 - 1050 Main St E ,Dempsey,649.0,-79.8656222,43.5292294,2024-02-22,550000,For Sale,,Condo Apt,1,1,1, Milton
415 - 460 Gordon Krantz Ave ,Walker,649.0,-79.86525,43.4749,2024-02-22,579900,For Sale,,Condo Apt,1,1,1, Milton
1632 Leblanc Crt ,Ford,2250.0,-79.83921,43.48426,2024-02-22,999900,For Sale,,Freehold Townhouse,4,4,2, Milton
557 Murray Meadows Pl ,Clarke,1750.0,-79.84625,43.52256,2024-02-22,899999,Sold Conditional,899999.0,Freehold Townhouse,3,4,1, Milton
333 Giddings Cres ,Scott,1841.0,-79.88122,43.49953,2024-02-22,1199000,Sold,1150000.0,Semi-Detached,3,4,1, Milton
445 Downes Jackson Hts ,Harrison,2750.0,-79.87096,43.47995,2024-02-22,1399000,Sold,1355000.0,Detached,4,3,2, Milton
131 Bronte St S ,Bronte Meadows,2750.0,-79.88431,43.50613,2024-02-22,1799800,Terminated,,Detached,4,4,2, Milton
202 - 1200 Main St E ,Dempsey,1299.0,-79.86148,43.53283,2024-02-22,649900,Sold,732500.0,Condo Townhouse,2,3,2, Milton
320 - 610 Farmstead Dr ,Willmott,1099.0,-79.8677109,43.4995453,2024-02-22,695000,Sold,684999.0,Condo Apt,2,2,1, Milton
645 Marks St ,Harrison,1300.0,-79.87406,43.49275,2024-02-22,749800,For Sale,,Freehold Townhouse,2,2,1, Milton
611 Attenborough Terr ,Willmott,1300.0,-79.85013,43.49717,2024-02-22,769900,For Sale,,Freehold Townhouse,2,2,1, Milton
105 - 445 Ontario St S ,Timberlea,1299.0,-79.86515,43.51013,2024-02-26,769900,Terminated,,Condo Townhouse,2,2,1, Milton
11678 Sixth Line ,Nassagaweya,2824.0,-80.0269007,43.5714384,2024-02-26,1799999,For Sale,,Detached,3,4,2, Milton
11634 Britannia Rd ,Trafalgar,,-79.79531,43.52216,2024-02-26,1979000,For Sale,,Detached,3,2,2, Milton
412 - 470 Gordon Krantz Ave ,Walker,549.0,-79.8653681,43.4745834,2024-02-26,538800,For Sale,,Condo Apt,1,1,1, Milton
1384 Clark Blvd ,Beaty,1750.0,-79.83451,43.51812,2024-02-26,998000,Sold,1110000.0,Detached,3,4,1, Milton
416 - 470 Gordon Krantz Ave ,Walker,849.0,-79.86549,43.47469,2024-02-26,739900,For Sale,,Condo Apt,2,2,1, Milton
20 - 30 Heslop Rd ,Bronte Meadows,1099.0,-79.88042,43.50323,2024-02-26,705900,Sold Conditional,705900.0,Condo Townhouse,3,2,1, Milton
324 - 324 Wilson Dr ,Dorset Park,1099.0,-79.88037,43.52901,2024-02-26,649900,Sold Conditional,649900.0,Condo Townhouse,3,2,0, Milton
382 Twinflower Pl ,Walker,1750.0,-79.8551171,43.4695856,2024-02-26,929900,For Sale,,Freehold Townhouse,3,3,1, Milton
1312 Costigan Rd ,Clarke,1750.0,-79.8462,43.52498,2024-02-26,1049000,For Sale,,Freehold Townhouse,3,3,1, Milton
904 Somerville Terr ,Beaty,4250.0,-79.8318,43.52131,2024-02-26,1550000,Sold Conditional,1550000.0,Detached,5,4,2, Milton
19 Peru Rd ,Milton Heights,1559.0,-79.90734,43.51275,2024-02-26,700000,Sold Conditional,700000.0,Semi-Detached,4,2,1, Milton
17 Peru Rd ,Milton Heights,1378.0,-79.90707,43.51259,2024-02-26,750000,Sold Conditional,750000.0,Semi-Detached,4,2,0, Milton
611 - 460 Gordon Krantz Ave ,Walker,549.0,-79.8646074,43.4745495,2024-02-26,549000,Terminated,,Condo Apt,1,1,1, Milton
102 - 445 Ontario St S ,Timberlea,1299.0,-79.86515,43.51013,2024-02-26,699000,Sold,750000.0,Condo Townhouse,2,2,1, Milton
101 - 33 Whitmer St ,Scott,1499.0,-79.88881,43.50595,2024-02-26,814900,Sold Conditional,814900.0,Condo Apt,2,2,1, Milton
605 Etheridge Ave ,Cobban,2250.0,-79.8349657,43.4907025,2024-02-26,1299000,Sold Conditional,1299000.0,Detached,4,4,1, Milton
612 Mockridge Terr ,Harrison,2250.0,-79.8724953,43.4785701,2024-02-26,1099900,Sold,1075000.0,Semi-Detached,4,3,1, Milton
415 Pozbou Cres ,Willmott,2273.0,-79.85997,43.49304,2024-02-26,1220000,For Sale,,Detached,4,4,1, Milton
203 - 610 Farmstead Dr ,Willmott,849.0,-79.8677109,43.4995453,2024-02-26,624990,Sold Conditional,624990.0,Condo Apt,1,1,1, Milton
1095 Ezard Cres ,Clarke,2750.0,-79.85338,43.5215,2024-02-26,1499000,Sold,1430000.0,Detached,4,4,2, Milton
201 - 1202 Main St E ,Dempsey,1299.0,-79.86124,43.53267,2024-02-26,738000,Sold Conditional,738000.0,Condo Townhouse,2,3,1, Milton
1505 Marshall Cres ,Beaty,3250.0,-79.8281,43.51642,2024-02-26,1750000,For Sale,,Detached,5,4,2, Milton
8443 Guelph Line ,Nassagaweya,1703.0,-79.96878,43.47815,2024-02-26,1259000,Sold Conditional,1259000.0,Detached,3,2,2, Milton
219 - 610 Farmstead Dr ,Willmott,1099.0,-79.8677109,43.4995453,2024-02-26,729999,Terminated,,Condo Apt,2,2,1, Milton
1466 Kitchen Crt ,Walker,2750.0,-79.8577196,43.4713726,2024-02-26,1548800,Terminated,,Detached,4,4,2, Milton
398 Twinflower Pl ,Walker,1750.0,-79.8551172,43.4695856,2024-02-26,899999,For Sale,,Freehold Townhouse,3,3,1, Milton
1171 Mcmullen Cres ,Clarke,2250.0,-79.85276,43.52271,2024-02-26,1399900,For Sale,,Detached,4,3,2, Milton
12 - 1000 Asleton Blvd ,Willmott,1750.0,-79.86271,43.48731,2024-02-26,949999,For Sale,,Freehold Townhouse,3,3,1, Milton
1256 Havelock Gdns ,Bowes,1299.0,-79.821907,43.5138168,2024-02-24,920000,Terminated,,Condo Townhouse,3,3,1, Milton
1256 Havelock Gdns ,Bowes,1685.0,-79.821907,43.5138168,2024-02-24,920000,For Sale,,Freehold Townhouse,3,3,1, Milton
61 - 975 Whitlock Ave ,Cobban,1750.0,-79.8336792,43.5027516,2024-02-24,889900,For Sale,,Freehold Townhouse,3,3,1, Milton
9 Tight Crt ,Willmott,2250.0,-79.86644,43.48989,2024-02-24,999000,For Sale,,Freehold Townhouse,3,3,2, Milton
1552 Farmstead Dr ,Ford,1750.0,-79.83969,43.48493,2024-02-24,1119900,Sold,1188000.0,Detached,4,4,1, Milton
331 Wheelihan Way ,Campbellville,2917.0,-79.98214,43.49152,2024-02-24,2290000,Sold,2290000.0,Detached,4,3,2, Milton
624 Hamilton Cres ,Beaty,1300.0,-79.8453,43.5201,2024-02-24,899900,Terminated,,Freehold Townhouse,3,3,1, Milton
404 - 1491 Maple Ave ,Dempsey,549.0,-79.85865,43.53707,2024-02-24,519000,For Sale,,Condo Apt,1,1,1, Milton
385 Kincardine Terr ,Scott,3250.0,-79.8934,43.49624,2024-02-24,1529000,Sold,1529000.0,Detached,4,4,2, Milton
12 - 1000 Asleton Blvd ,Willmott,1699.0,-79.86271,43.48731,2024-02-24,949999,For Sale,,Condo Townhouse,3,3,1, Milton
300 Wrigglesworth Cres ,Scott,3250.0,-79.88501,43.49845,2024-02-23,1885000,For Sale,,Detached,4,4,2, Milton
12 - 1000 Asleton Blvd ,Willmott,1499.0,-79.86271,43.48731,2024-02-23,988000,Terminated,,Condo Townhouse,3,3,1, Milton
13611 Second Line ,Nassagaweya,5000.0,-80.1224886,43.5690695,2024-02-23,3500000,Sold,3430000.0,Detached,4,3,2, Milton
